smiles_harmonized,BileAcid_delta_count,has_primaryAmine,has_secondaryAmine,has_carboxylicAcid,has_alcohol,has_phenol,has_alkene,has_thiol,has_ester,has_phosphate,has_ketone,has_aldehyde,data_source_is,synonyms,mf,monomass,inchikey,csv_file_name,dbid_Broad,dbid_chembl,dbid_FoodDB,dbid_CyanoMetDB,dbid_drugbank,dbid_drugCentral,dbid_HMDB,dbid_PolyphenolDBc,dbid_PolyphenolDBm,dbid_PubChem,dbid_PubChemLite,dbid_NORMAN,dbid_T3DB,delta_mass_for_BAs,commercially_available
COC(=O)CCC(=O)OC,1.0,0,0,0,0,0,0,0,2,0,0,0,"FoodDB, HMDB, PubChem, PubChem Lite, NORMAN","Dimethyl succinate, DIMETHYL SUCCINATE",C6H10O4,146.0579088,"InChI=1S/C6H10O4/c1-9-5(7)3-4-6(8)10-2/h3-4H2,1-2H3","Compound_foodDB.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,FDB012011,,,,HMDB0033837,,,7820,7820,NS00007584,,128.0473488,True
CCOC(=O)CCC(=O)OCC,,0,0,0,0,0,0,0,2,0,0,0,"FoodDB, HMDB, PubChem, PubChem Lite, NORMAN","Diethyl succinate, Diethyl succinate-2,2,3,3-d4, DIETHYL SUCCINATE, Diethyl butanedioate",C8H14O4,174.0892089,"InChI=1S/C8H14O4/c1-3-11-7(9)5-6-8(10)12-4-2/h3-6H2,1-2H3","Compound_foodDB.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,FDB012012,,,,HMDB0033838,,,"31249, 12254590",31249,NS00012226,,156.0786489,True
CCCCCCCCCC(=O)OC,,0,0,0,0,0,0,0,1,0,0,0,"FoodDB, HMDB, PubChem, PubChem Lite, NORMAN","Methyl decanoate, CID 16204500, METHYL DECANOATE",C11H22O2,186.1619799,"InChI=1S/C11H22O2/c1-3-4-5-6-7-8-9-10-11(12)13-2/h3-10H2,1-2H3","Compound_foodDB.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_jcooafRXkeumxRncm6RQ9h8oSUgft4859RyUde4NhnTuFLo_Agrochemical Information.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,FDB012026,,,,HMDB0033848,,,"8050, 16204500",8050,NS00007926,,168.1514199,True
CCCC(=O)OCC,311.0,0,0,0,0,0,0,0,1,0,0,0,"FoodDB, HMDB, PubChem, PubChem Lite, NORMAN","Ethyl butyrate, ETHYL BUTYRATE",C6H12O2,116.0837296,"InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3","Compound_foodDB.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,FDB012082,,,,HMDB0033889,,,7762,7762,NS00012380,,98.0731696,True
CCC=O,2732.0,0,0,0,0,0,0,0,0,0,0,1,"FoodDB, HMDB, PubChem, PubChem Lite, NORMAN","Propanal, (E)-1-Propenol, Propionaldehyde, Propionaldehyde-2,2-d2, Propionaldehyde-2,2,3,3,3-d5, (1-~13~C)Propanal",C3H6O,58.04186481,"InChI=1S/C3H6O/c1-2-3-4/h3H,2H2,1H3","Compound_foodDB.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,FDB012083,,,,"HMDB0003366, HMDB0243637",,,"527, 12201346, 56845944, 71309167",527,NS00008781,,40.03130481,True
CCCC(=O)OC,553.0,0,0,0,0,0,0,0,1,0,0,0,"FoodDB, HMDB, PubChem, PubChem Lite, NORMAN",Methyl butyrate,C5H10O2,102.0680796,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3","Compound_foodDB.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,FDB012084,,,,HMDB0033890,,,12180,12180,NS00012861,,84.0575196,True
COc1ccccc1,12351.0,0,0,0,0,0,0,0,0,0,0,0,"FoodDB, HMDB, PubChem, PubChem Lite, NORMAN","Methoxybenzene, Anisole, Magnesium, chloro(2-methoxyphenyl)-, 2-Methoxyphenylmagnesium bromide, 3-Methoxyphenylmagnesium bromide, Methoxy-d3-benzene, Methoxy(benzene-d5), Anisole-d8, Anisole-2,4,6-d3, Anisole-13C6, 1-Methoxy(1-~13~C)benzene, ANISOLE",C7H8O,108.0575149,"InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3","Compound_foodDB.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,FDB012090,,,,HMDB0033895,,,"7519, 110410, 4280988, 4605969, 12209347, 12209349, 12209350, 12209352, 46780460, 71308812",7519,NS00003297,,90.0469549,True
CC(C)CCS,,0,0,0,0,0,0,1,0,0,0,0,"FoodDB, HMDB, PubChem, PubChem Lite, NORMAN","Isopentyl mercaptan, 3-Methylbutane-1-thiol, Isoamyl mercaptan, 1-Butanethiol, 3-methyl-",C5H12S,104.0659711,"InChI=1S/C5H12S/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3","Compound_foodDB.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,FDB012097,,,,HMDB0033902,,,10925,10925,NS00022340,,86.0554111,True
CC(=O)c1ccccc1,,0,0,0,0,0,0,0,0,0,1,0,"FoodDB, drugbank, HMDB, PubChem, PubChem Lite, NORMAN","Acetophenone, Formaldehyde;1-phenylethanone, Formaldehyde;1-phenylethanone;thiourea, Azanium;ethane-1,2-diol;formaldehyde;formic acid;1-phenylethanone;thiocyanate, Einecs 270-467-5, Ethane-1,2-diol;formaldehyde;formic acid;1-phenylethanone;prop-2-enylthiourea;sulfuric acid, Azanium;acetic acid;ethane-1,2-diol;formaldehyde;1-phenylethanone;thiocyanate, Acetophenone-alpha,alpha,alpha-d3, Acetophenone-d8, Acetophenone-2',3',4',5',6'-d5, Acetophenone-methyl-13C, Acetophenone-(ring-13C6), Acetophenone-alpha-13C, Acetophenone-alpha,beta-13C2, ACETOPHENONE",C8H8O,120.0575149,"InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3","Compound_foodDB.csv, drugbank_final.tsv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,FDB012106,,DB04619,,HMDB0033910,,,"7410, 172115, 3037210, 90659412, 90659421, 90659422, 90659544, 140244, 2724856, 11457690, 12196839, 12196842, 12196845, 16213368",7410,NS00010659,,102.0469549,True
CCCCCCCCCCCC=O,,0,0,0,0,0,0,0,0,0,0,1,"FoodDB, HMDB, PubChem, PubChem Lite, NORMAN","Lauric aldehyde, Dodecanal, DODECANAL",C12H24O,184.1827154,"InChI=1S/C12H24O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h12H,2-11H2,1H3","Compound_foodDB.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,FDB012137,,,,HMDB0033933,,,8194,8194,NS00005247,,166.1721554,True
CC(=O)OCCc1ccccc1,6.0,0,0,0,0,0,0,0,1,0,0,0,"FoodDB, HMDB, PubChem, PubChem Lite, NORMAN","2-Phenylethyl acetate, Phenethyl acetate",C10H12O2,164.0837296,"InChI=1S/C10H12O2/c1-9(11)12-8-7-10-5-3-2-4-6-10/h2-6H,7-8H2,1H3","Compound_foodDB.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,FDB012153,,,,HMDB0033945,,,7654,7654,NS00006759,,146.0731696,True
COP(=O)(OC)OC=C(Cl)Cl,,0,0,0,0,0,1,0,0,1,0,0,"FoodDB, drugbank, drugCentral, HMDB, PubChem, PubChem Lite, NORMAN, T3DB","Dichlorvos, dichlorvos, Caviphos",C4H7Cl2O4P,219.9459006,"InChI=1S/C4H7Cl2O4P/c1-8-11(7,9-2)10-3-4(5)6/h3H,1-2H3","Compound_foodDB.csv, drugbank_final.tsv, drugCentral_final.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_jcooafRXkeumxRncm6RQ9h8oSUgft4859RyUde4NhnTuFLo_Agrochemical Information.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChem_compound_list_yY5syRPydk5BZHR99gU9V3KKKur9aki6Mp9T9imOQfcpl30_Drug and Medication Information.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv, toxins.csv",,,FDB012175,,DB11397,5523,HMDB0033956,,,"3039, 165495",3039,NS00000487,T3D0240,201.9353406,True
CCOC(=O)c1ccccc1,24.0,0,0,0,0,0,0,0,1,0,0,0,"FoodDB, HMDB, PubChem, PubChem Lite, NORMAN, T3DB","Ethyl benzoate, 4-(Ethoxycarbonyl)phenylzinc bromide, Carbon monoxide;chromium;ethyl benzoate, ETHYL BENZOATE",C9H10O2,150.0680796,"InChI=1S/C9H10O2/c1-2-11-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3","Compound_foodDB.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv, toxins.csv",,,FDB012197,,,,HMDB0033967,,,"7165, 11300882, 13222494",7165,NS00008338,T3D4935,132.0575196,True
COC(=O)c1ccccc1,,0,0,0,0,0,0,0,1,0,0,0,"FoodDB, HMDB, PubChem, PubChem Lite, NORMAN","Methyl benzoate, Carbon monoxide;chromium;methyl benzoate, Methyl benzoate chromium tricarbonyl, CID 12214121, METHYL BENZOATE",C8H8O2,136.0524295,"InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3","Compound_foodDB.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,FDB012198,,,,HMDB0033968,,,"7150, 11780645, 11987458, 12214121",7150,NS00012849,,118.0418695,True
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,0,0,0,0,0,0,0,0,0,0,0,"FoodDB, HMDB, PubChem, PubChem Lite, NORMAN","Dotriacontane, DOTRIACONTANE",C32H66,450.5164521,"InChI=1S/C32H66/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-32H2,1-2H3","Compound_foodDB.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,FDB012240,,,,HMDB0034005,,,11008,11008,NS00010777,,432.5058921,True
CC(C)c1ccccc1,128.0,0,0,0,0,0,0,0,0,0,0,0,"FoodDB, HMDB, PubChem, PubChem Lite, NORMAN, T3DB","Isopropylbenzene, Cumene, Einecs 273-464-7, 2,5-Furandione, telomer with ethenylbenzene and (1-methylethyl)benzene, (6-Cumene)(5-cyclopentadienyl)iron(II) hexafluorophosphate, 2,5-Furandione, telomer with ethenylbenzene and (1-methylethyl)benzene, ammonium salt, Cumene;cyclopenta-1,3-diene;hexafluoroantimony(1-);iron(2+), CID 156593870, CID 156593871, Dicumene chromium, 1,2,3,4,5-Pentadeuterio-6-(1,1,1,2,3,3,3-heptadeuteriopropan-2-yl)benzene, Cumene-isopropyl-d7, 4-Isopropylphenylmagnesium bromide, CUMENE",C9H12,120.0939004,"InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3","Compound_foodDB.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv, toxins.csv",,,FDB012268,,,,HMDB0034029,,,"7406, 160056, 168599, 15865404, 44144628, 91997848, 156593870, 156593871, 114589, 2733138, 10749195, 12865028",7406,NS00005736,T3D3468,102.0833404,True
CCCCCCCCCCO,,0,0,0,1,0,0,0,0,0,0,0,"FoodDB, HMDB, PubChem, PubChem Lite, NORMAN","1-Decanol, Decyl alcohol, Decan-1-ol;hexan-1-ol;octan-1-ol;phthalic acid, Butanedioic acid;decan-1-ol;hexanedioic acid;hexan-1-ol;octan-1-ol, 1-Decanol, aluminum salt, Decan-1-ol;2-methyloxirane;oxirane, Decan-1-ol;2-ethyloxirane;oxirane, Decan-1-ol, Titanium(4+) octadecan-1-olate",C10H22O,158.1670653,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3","Compound_foodDB.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChem_compound_list_jcooafRXkeumxRncm6RQ9h8oSUgft4859RyUde4NhnTuFLo_Agrochemical Information.csv, PubChem_compound_list_lNMxcOoOj7K4nAeFhf1OrwFxuhG_tnPcCflokBLoepES8UY_Associated Disorders and Diseases.csv, PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChem_compound_list_QgXnplJQN-wAwr_bPaP28bkuVU7Q_uuSkbfw3oqm4t-Kv94_Food Additives and Ingredients.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,FDB012351,,,,HMDB0011624,,,"8174, 111512, 112220, 160124, 169889, 171995",8174,"NS00007063, NS00044672",,140.1565053,True
CCCCCCCCC(=O)OC(C)C,,0,0,0,0,0,0,0,1,0,0,0,"FoodDB, HMDB, PubChem, PubChem Lite, NORMAN","Isopropyl nonanoate, Nonanoic acid, 1-methylethyl ester",C12H24O2,200.17763,"InChI=1S/C12H24O2/c1-4-5-6-7-8-9-10-12(13)14-11(2)3/h11H,4-10H2,1-3H3","Compound_foodDB.csv, HMDB_5.csv, PubChem_compound_list_4aZEBdHstFCDfjxnvh91TTqUBfR7Malz01ayP8hHoD7IXpw_Pharmacology and Biochemistry.csv, PubChem_compound_list_ElW39hmIfDRLGvQDdnu9KfLxhpHCBfzVhvDnmZ3h9Zid-Mk_Use and Manufacturing.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,FDB012401,,,,HMDB0034128,,,119911,119911,NS00028444,,182.16707,True
